2016-11-09, 22:36:00, 298, 20Q 58ms 53E 0T 38ms 21max, 0, 4, 66, SRV-WEB12, v3, v1
2016-11-17, 15:45:01, 316, 19Q 63ms 52E 0T 27ms 15max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 15:46:00, 219, 20Q 51ms 52E 0T 56ms 46max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 15:47:00, 290, 20Q 30ms 52E 0T 85ms 71max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 15:48:00, 208, 20Q 55ms 52E 0T 28ms 14max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 15:49:00, 273, 20Q 60ms 52E 0T 32ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 15:50:00, 258, 20Q 64ms 52E 0T 44ms 29max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 15:51:00, 193, 20Q 42ms 52E 0T 26ms 13max, 0, 1, 65, SRV-WEB12, v3, v1
2016-11-17, 15:52:00, 422, 19Q 183ms 52E 0T 195ms 141max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 15:53:00, 1657, 20Q 122ms 52E 0T 67ms 34max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-17, 15:54:00, 482, 20Q 161ms 52E 0T 115ms 72max, 0, 19, 65, SRV-WEB14, v3, v1
2016-11-17, 15:55:00, 235, 20Q 86ms 52E 0T 71ms 38max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 15:56:00, 385, 20Q 166ms 52E 0T 26ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 15:57:00, 428, 20Q 52ms 52E 0T 40ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 15:58:00, 244, 19Q 90ms 52E 0T 95ms 77max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 15:59:00, 287, 20Q 54ms 52E 0T 15ms 8max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:00:00, 304, 20Q 61ms 52E 0T 69ms 37max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:01:00, 220, 20Q 49ms 52E 0T 37ms 19max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:02:00, 337, 20Q 158ms 52E 0T 57ms 43max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:03:00, 336, 20Q 64ms 52E 0T 29ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 16:04:00, 235, 20Q 52ms 52E 0T 36ms 21max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:05:00, 231, 20Q 52ms 52E 0T 25ms 13max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:06:00, 334, 20Q 97ms 52E 0T 59ms 52max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:07:00, 606, 20Q 60ms 52E 0T 60ms 47max, 0, 26, 65, SRV-WEB13, v3, v1
2016-11-17, 16:08:00, 386, 20Q 150ms 52E 0T 104ms 87max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:09:00, 201, 20Q 45ms 52E 0T 24ms 16max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:10:00, 432, 20Q 49ms 52E 0T 32ms 16max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 16:11:00, 176, 20Q 43ms 52E 0T 33ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:12:00, 361, 19Q 62ms 52E 0T 133ms 108max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 16:13:01, 391, 20Q 125ms 52E 0T 55ms 29max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:14:00, 276, 20Q 36ms 52E 0T 19ms 10max, 0, 3, 65, SRV-WEB13, v3, v1
2016-11-17, 16:15:00, 181, 19Q 37ms 52E 0T 24ms 12max, 0, 1, 65, SRV-WEB11, v3, v1
2016-11-17, 16:16:00, 180, 20Q 53ms 52E 0T 30ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:17:01, 338, 20Q 84ms 52E 0T 20ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:18:01, 262, 19Q 96ms 52E 0T 48ms 27max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:19:00, 172, 20Q 46ms 52E 0T 35ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:20:00, 269, 20Q 96ms 52E 0T 32ms 18max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:21:01, 230, 20Q 37ms 52E 0T 27ms 18max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-17, 16:22:01, 740, 20Q 145ms 52E 0T 487ms 437max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:23:00, 274, 20Q 70ms 52E 0T 32ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:24:00, 295, 20Q 137ms 52E 0T 54ms 38max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:25:00, 487, 19Q 75ms 52E 0T 131ms 70max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 16:26:00, 335, 20Q 58ms 52E 0T 34ms 18max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-17, 16:27:00, 294, 20Q 105ms 52E 0T 49ms 41max, 0, 3, 65, SRV-WEB13, v3, v1
2016-11-17, 16:28:00, 228, 20Q 87ms 52E 0T 22ms 12max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:29:00, 382, 20Q 109ms 52E 0T 45ms 29max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:30:00, 527, 20Q 317ms 52E 0T 48ms 28max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 16:31:00, 328, 20Q 63ms 52E 0T 29ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:32:00, 183, 20Q 40ms 52E 0T 30ms 19max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:33:00, 148, 20Q 34ms 52E 0T 18ms 10max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:34:00, 291, 20Q 120ms 52E 0T 95ms 71max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:35:00, 1763, 20Q 959ms 52E 0T 31ms 17max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-17, 16:36:00, 241, 20Q 59ms 52E 0T 33ms 20max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:37:00, 205, 20Q 60ms 52E 0T 31ms 18max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:38:00, 224, 20Q 44ms 52E 0T 29ms 16max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:39:00, 160, 19Q 40ms 52E 0T 24ms 12max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:40:01, 177, 20Q 35ms 52E 0T 19ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:41:00, 302, 20Q 71ms 52E 0T 56ms 40max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 16:42:01, 215, 20Q 57ms 52E 0T 50ms 26max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:43:00, 231, 19Q 77ms 52E 0T 31ms 17max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:44:01, 281, 20Q 119ms 52E 0T 29ms 16max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:45:01, 233, 20Q 78ms 52E 0T 47ms 38max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:46:00, 252, 20Q 47ms 52E 0T 29ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 16:47:00, 235, 20Q 63ms 52E 0T 43ms 26max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:48:01, 147, 20Q 28ms 52E 0T 27ms 17max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:49:01, 176, 20Q 39ms 52E 0T 30ms 18max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:50:00, 541, 20Q 223ms 52E 0T 268ms 185max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:51:00, 242, 20Q 80ms 52E 0T 29ms 18max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:52:01, 207, 20Q 42ms 52E 0T 25ms 13max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:53:01, 215, 19Q 39ms 52E 0T 38ms 21max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:54:00, 272, 20Q 134ms 52E 0T 29ms 16max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 16:55:01, 227, 20Q 65ms 52E 0T 28ms 15max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 16:56:01, 422, 20Q 53ms 52E 0T 33ms 17max, 0, 4, 65, SRV-WEB11, v3, v1
2016-11-17, 16:57:00, 293, 20Q 117ms 52E 0T 23ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 16:58:00, 384, 20Q 75ms 52E 0T 75ms 61max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 16:59:00, 249, 20Q 76ms 52E 0T 38ms 23max, 0, 1, 65, SRV-WEB11, v3, v1
2016-11-17, 17:00:00, 205, 20Q 41ms 52E 0T 27ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:01:00, 429, 20Q 101ms 52E 0T 35ms 18max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:02:01, 194, 19Q 33ms 52E 0T 26ms 13max, 0, 1, 65, SRV-WEB11, v3, v1
2016-11-17, 17:03:00, 278, 20Q 76ms 52E 0T 89ms 51max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:04:00, 262, 20Q 77ms 52E 0T 37ms 25max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-17, 17:05:01, 239, 20Q 50ms 52E 0T 28ms 17max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-17, 17:06:00, 256, 20Q 65ms 52E 0T 54ms 41max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:07:00, 215, 20Q 65ms 52E 0T 33ms 18max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:08:01, 422, 20Q 92ms 52E 0T 32ms 18max, 0, 4, 65, SRV-WEB11, v3, v1
2016-11-17, 17:09:00, 196, 20Q 44ms 52E 0T 30ms 21max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:10:00, 1057, 19Q 123ms 52E 0T 116ms 102max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:11:01, 269, 20Q 63ms 52E 0T 35ms 21max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:12:00, 264, 20Q 107ms 52E 0T 26ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:13:00, 281, 19Q 46ms 52E 0T 42ms 29max, 0, 1, 65, SRV-WEB11, v3, v1
2016-11-17, 17:14:00, 278, 20Q 84ms 52E 0T 43ms 25max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:15:00, 452, 20Q 48ms 52E 0T 23ms 13max, 0, 4, 65, SRV-WEB13, v3, v1
2016-11-17, 17:16:00, 266, 20Q 52ms 52E 0T 27ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:17:00, 428, 20Q 126ms 52E 0T 67ms 44max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:18:00, 385, 20Q 123ms 52E 0T 22ms 11max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 17:19:00, 336, 19Q 52ms 52E 0T 31ms 19max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:20:00, 220, 20Q 54ms 52E 0T 40ms 23max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:21:00, 240, 20Q 58ms 52E 0T 39ms 23max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:22:00, 310, 19Q 75ms 52E 0T 28ms 15max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:23:00, 232, 20Q 64ms 52E 0T 39ms 21max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:24:00, 332, 20Q 52ms 52E 0T 32ms 18max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 17:25:00, 125, 19Q 21ms 52E 0T 21ms 12max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-17, 17:26:00, 278, 20Q 137ms 52E 0T 38ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:27:00, 247, 20Q 101ms 52E 0T 75ms 38max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:28:01, 114, 19Q 21ms 52E 0T 18ms 9max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-17, 17:29:00, 209, 20Q 57ms 52E 0T 31ms 16max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:30:00, 233, 20Q 50ms 52E 0T 39ms 25max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:31:00, 286, 20Q 54ms 52E 0T 29ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:32:00, 235, 20Q 35ms 52E 0T 26ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:33:01, 186, 22Q 65ms 55E 0T 26ms 14max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 17:34:01, 147, 20Q 23ms 52E 0T 23ms 12max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:35:00, 335, 20Q 61ms 52E 0T 29ms 16max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-17, 17:36:00, 235, 19Q 51ms 53E 0T 30ms 15max, 0, 13, 67, SRV-WEB12, v3, v1
2016-11-17, 17:37:00, 149, 19Q 24ms 52E 0T 18ms 10max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:38:00, 197, 20Q 40ms 53E 0T 20ms 12max, 0, 2, 67, SRV-WEB14, v3, v1
2016-11-17, 17:39:00, 535, 20Q 310ms 52E 0T 36ms 24max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 17:40:00, 201, 19Q 29ms 51E 0T 37ms 20max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 17:41:00, 478, 20Q 174ms 51E 0T 52ms 33max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 17:42:00, 167, 20Q 38ms 52E 0T 27ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:43:00, 457, 20Q 251ms 51E 0T 74ms 62max, 0, 1, 63, SRV-WEB13, v3, v1
2016-11-17, 17:44:00, 354, 20Q 90ms 51E 0T 31ms 16max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 17:45:00, 186, 20Q 39ms 52E 0T 35ms 18max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:46:00, 300, 20Q 80ms 52E 0T 31ms 16max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:47:01, 233, 20Q 46ms 52E 0T 23ms 12max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:48:00, 192, 20Q 51ms 52E 0T 30ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:49:00, 294, 20Q 52ms 51E 0T 33ms 19max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 17:50:00, 248, 20Q 97ms 52E 0T 27ms 15max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:51:00, 218, 20Q 43ms 52E 0T 32ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 17:52:00, 392, 20Q 37ms 52E 0T 232ms 219max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 17:53:00, 158, 20Q 23ms 52E 0T 18ms 9max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 17:54:00, 184, 20Q 40ms 51E 0T 19ms 11max, 0, 1, 63, SRV-WEB14, v3, v1
2016-11-17, 17:55:00, 208, 20Q 45ms 52E 0T 21ms 12max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-17, 17:56:00, 323, 20Q 42ms 52E 0T 23ms 13max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-17, 17:57:00, 150, 19Q 33ms 51E 0T 27ms 14max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 17:58:00, 226, 20Q 42ms 52E 0T 48ms 28max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 17:59:00, 413, 20Q 47ms 52E 0T 56ms 46max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 18:00:00, 264, 20Q 75ms 52E 0T 35ms 19max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 18:01:01, 187, 19Q 36ms 51E 0T 31ms 17max, 0, 3, 63, SRV-WEB11, v3, v1
2016-11-17, 18:02:00, 146, 20Q 30ms 53E 0T 27ms 15max, 0, 1, 67, SRV-WEB13, v3, v1
2016-11-17, 18:03:00, 209, 20Q 37ms 52E 0T 16ms 8max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 18:04:00, 242, 20Q 45ms 52E 0T 25ms 13max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-17, 18:05:00, 298, 20Q 124ms 53E 0T 23ms 13max, 0, 3, 67, SRV-WEB11, v3, v1
2016-11-17, 18:06:00, 256, 20Q 86ms 52E 0T 65ms 37max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 18:07:00, 187, 19Q 25ms 52E 0T 21ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 18:08:00, 286, 20Q 62ms 52E 0T 28ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 18:09:00, 243, 19Q 37ms 52E 0T 30ms 19max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 18:10:01, 281, 19Q 29ms 53E 0T 22ms 13max, 0, 2, 67, SRV-WEB13, v3, v1
2016-11-17, 18:11:00, 207, 19Q 78ms 52E 0T 34ms 18max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-17, 18:12:00, 183, 20Q 42ms 52E 0T 34ms 19max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 18:13:00, 197, 20Q 75ms 51E 0T 18ms 10max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:14:01, 225, 20Q 58ms 52E 0T 15ms 8max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-17, 18:15:00, 173, 20Q 62ms 50E 0T 21ms 12max, 0, 1, 61, SRV-WEB14, v3, v1
2016-11-17, 18:16:00, 165, 19Q 36ms 51E 0T 25ms 15max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:17:00, 222, 20Q 42ms 51E 0T 30ms 15max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 18:18:00, 239, 20Q 51ms 52E 0T 41ms 30max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-17, 18:19:01, 286, 20Q 102ms 51E 0T 48ms 37max, 0, 1, 63, SRV-WEB12, v3, v1
2016-11-17, 18:20:01, 199, 19Q 83ms 51E 0T 23ms 12max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 18:21:00, 366, 20Q 172ms 51E 0T 75ms 45max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:22:00, 204, 20Q 49ms 51E 0T 24ms 13max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 18:23:00, 225, 20Q 34ms 50E 0T 22ms 11max, 0, 3, 61, SRV-WEB11, v3, v1
2016-11-17, 18:24:00, 326, 20Q 44ms 52E 0T 34ms 19max, 0, 4, 65, SRV-WEB11, v3, v1
2016-11-17, 18:25:00, 232, 20Q 40ms 52E 0T 26ms 14max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 18:26:00, 296, 20Q 116ms 50E 0T 23ms 13max, 0, 2, 61, SRV-WEB13, v3, v1
2016-11-17, 18:27:01, 256, 20Q 97ms 51E 0T 18ms 9max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:28:00, 271, 20Q 47ms 51E 0T 98ms 84max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:29:00, 211, 20Q 38ms 50E 0T 26ms 14max, 0, 2, 61, SRV-WEB12, v3, v1
2016-11-17, 18:30:00, 151, 20Q 18ms 51E 0T 26ms 16max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:31:00, 176, 20Q 38ms 50E 0T 28ms 16max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 18:32:01, 275, 20Q 77ms 50E 0T 28ms 17max, 0, 2, 61, SRV-WEB12, v3, v1
2016-11-17, 18:33:00, 148, 20Q 30ms 50E 0T 18ms 10max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 18:34:00, 200, 20Q 53ms 52E 0T 26ms 14max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 18:35:00, 229, 20Q 67ms 51E 0T 27ms 14max, 0, 3, 63, SRV-WEB11, v3, v1
2016-11-17, 18:36:00, 417, 20Q 32ms 51E 0T 24ms 15max, 0, 2, 63, SRV-WEB13, v3, v1
2016-11-17, 18:37:01, 132, 19Q 20ms 52E 0T 19ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 18:38:00, 257, 20Q 43ms 51E 0T 40ms 20max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:39:00, 292, 19Q 42ms 50E 0T 19ms 10max, 0, 2, 61, SRV-WEB13, v3, v1
2016-11-17, 18:40:01, 185, 19Q 33ms 51E 0T 20ms 11max, 0, 3, 63, SRV-WEB14, v3, v1
2016-11-17, 18:41:00, 156, 20Q 36ms 51E 0T 22ms 11max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 18:42:00, 237, 20Q 39ms 51E 0T 24ms 12max, 0, 3, 63, SRV-WEB11, v3, v1
2016-11-17, 18:43:01, 167, 20Q 46ms 50E 0T 30ms 17max, 0, 1, 61, SRV-WEB12, v3, v1
2016-11-17, 18:44:00, 205, 20Q 56ms 51E 0T 26ms 13max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:45:00, 210, 19Q 34ms 52E 0T 37ms 26max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-17, 18:46:00, 297, 20Q 77ms 50E 0T 28ms 16max, 0, 2, 61, SRV-WEB11, v3, v1
2016-11-17, 18:47:00, 216, 20Q 37ms 51E 0T 16ms 8max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:48:00, 397, 20Q 196ms 52E 0T 21ms 11max, 0, 3, 65, SRV-WEB13, v3, v1
2016-11-17, 18:49:01, 286, 20Q 40ms 51E 0T 24ms 12max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 18:50:00, 246, 20Q 57ms 51E 0T 28ms 15max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:51:00, 378, 20Q 113ms 51E 0T 100ms 89max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:52:01, 315, 20Q 130ms 50E 0T 29ms 16max, 0, 3, 61, SRV-WEB11, v3, v1
2016-11-17, 18:53:00, 443, 19Q 213ms 51E 0T 99ms 63max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 18:54:00, 268, 20Q 33ms 50E 0T 24ms 13max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 18:55:00, 202, 20Q 42ms 50E 0T 29ms 16max, 0, 2, 61, SRV-WEB11, v3, v1
2016-11-17, 18:56:00, 191, 20Q 28ms 51E 0T 18ms 9max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:57:00, 200, 20Q 30ms 51E 0T 29ms 18max, 0, 2, 63, SRV-WEB14, v3, v1
2016-11-17, 18:58:01, 163, 20Q 24ms 50E 0T 17ms 9max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 18:59:00, 185, 20Q 31ms 52E 0T 18ms 10max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-17, 19:00:01, 199, 20Q 61ms 52E 0T 37ms 26max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-17, 19:01:01, 191, 19Q 74ms 50E 0T 34ms 19max, 0, 2, 61, SRV-WEB11, v3, v1
2016-11-17, 19:02:01, 211, 20Q 43ms 51E 0T 29ms 15max, 0, 3, 63, SRV-WEB12, v3, v1
2016-11-17, 19:03:00, 242, 20Q 53ms 51E 0T 29ms 15max, 0, 2, 63, SRV-WEB11, v3, v1
2016-11-17, 19:04:00, 317, 20Q 39ms 51E 0T 27ms 14max, 0, 3, 63, SRV-WEB11, v3, v1
2016-11-17, 19:05:01, 202, 20Q 42ms 51E 0T 27ms 14max, 0, 3, 63, SRV-WEB11, v3, v1
2016-11-17, 19:06:00, 320, 20Q 61ms 51E 0T 76ms 40max, 0, 3, 63, SRV-WEB12, v3, v1
2016-11-17, 19:07:00, 813, 20Q 435ms 51E 0T 22ms 12max, 0, 3, 63, SRV-WEB13, v3, v1
2016-11-17, 19:08:00, 166, 20Q 28ms 50E 0T 19ms 11max, 0, 1, 61, SRV-WEB14, v3, v1
2016-11-17, 19:09:00, 179, 19Q 35ms 51E 0T 33ms 17max, 0, 2, 63, SRV-WEB12, v3, v1
2016-11-17, 19:10:00, 136, 20Q 36ms 50E 0T 22ms 15max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 19:11:01, 286, 20Q 41ms 50E 0T 33ms 19max, 0, 4, 61, SRV-WEB11, v3, v1
2016-11-17, 19:12:01, 180, 20Q 48ms 51E 0T 31ms 16max, 0, 1, 63, SRV-WEB12, v3, v1
2016-11-17, 19:13:00, 177, 20Q 29ms 51E 0T 20ms 12max, 0, 3, 63, SRV-WEB14, v3, v1
2016-11-17, 19:14:00, 332, 19Q 43ms 50E 0T 29ms 16max, 0, 2, 61, SRV-WEB11, v3, v1
2016-11-17, 19:15:00, 258, 20Q 64ms 51E 0T 38ms 25max, 0, 2, 61, SRV-WEB12, v3, v1
2016-11-17, 19:16:00, 286, 20Q 66ms 50E 0T 35ms 18max, 0, 4, 59, SRV-WEB11, v3, v1
2016-11-17, 19:17:00, 290, 20Q 84ms 50E 0T 18ms 9max, 0, 3, 59, SRV-WEB14, v3, v1
2016-11-17, 19:18:00, 207, 20Q 45ms 50E 0T 32ms 19max, 0, 2, 59, SRV-WEB11, v3, v1
2016-11-17, 19:19:00, 223, 20Q 53ms 51E 0T 27ms 15max, 0, 2, 61, SRV-WEB11, v3, v1
2016-11-17, 19:20:01, 330, 20Q 64ms 50E 0T 44ms 23max, 0, 2, 59, SRV-WEB11, v3, v1
2016-11-17, 19:21:00, 232, 20Q 63ms 50E 0T 29ms 16max, 0, 2, 59, SRV-WEB11, v3, v1
2016-11-17, 19:22:00, 266, 20Q 53ms 50E 0T 29ms 15max, 0, 3, 59, SRV-WEB12, v3, v1
2016-11-17, 19:23:00, 214, 20Q 31ms 50E 0T 18ms 9max, 0, 2, 59, SRV-WEB13, v3, v1
2016-11-17, 19:24:01, 187, 20Q 34ms 51E 0T 18ms 9max, 0, 2, 61, SRV-WEB14, v3, v1
2016-11-17, 19:25:00, 215, 20Q 29ms 50E 0T 37ms 21max, 0, 2, 59, SRV-WEB14, v3, v1
